Gene.refGene	Mim Number	Phenotypes
RPS20P3	180463	
FER	176942	
MAN2A1	154582	
EOE2	613412	{Esophagitis, eosinophilic, 2}, 613412 (2), Multifactorial
GLC1M	610535	Glaucoma 1, open angle, M, 610535 (2), Autosomal dominant
SLC25A46	610826	Neuropathy, hereditary motor and sensory, type VIB, 616505 (3), Autosomal recessive
TSLP	607003	
WDR36	609669	Glaucoma 1, open angle, G, 609887 (3)
CAMK4	114080	
STARD4	607049	
NREP	607332	
EPB41L4A	612141	
APC	611731	"Adenoma, periampullary, somatic (3); Adenomatous polyposis coli, 175100 (3), Autosomal dominant; Brain tumor-polyposis syndrome 2, 175100 (3), Autosomal dominant; Colorectal cancer, somatic, 114500 (3); Desmoid disease, hereditary, 135290 (3), Autosomal dominant; Gardner syndrome, 175100 (3), Autosomal dominant; Gastric cancer, somatic, 613659 (3); Hepatoblastoma, somatic, 114550 (3)"
SRP19	182175	
REEP5	125265	
ZRSR1	601079	
DCP2	609844	
MCC	159350	Colorectal cancer, somatic, 114500 (3)
TSSK1B	610709	
YTHDC2	616530	
KCNN2	605879	
TRIM36	609317	
PGGT1B	602031	
TICAM2	608321	
CDO1	603943	
AP3S1	601507	
SCZD1	181510	{Schizophrenia}, 181500 (2), Autosomal dominant
LVRN	610046	
COMMD10	616704	
SEMA6A	605885	
DMXL1	605671	
TNFAIP8	612111	
HSD17B4	601860	"D-bifunctional protein deficiency, 261515 (3), Autosomal recessive; Perrault syndrome 1, 233400 (3), Autosomal recessive"
PRR16	615931	
FTMT	608847	
SRFBP1	610479	
LOX	153455	
SNCAIP	603779	
SNX2	605929	
PPIC	123842	
PRDM6	616982	
CEP120	613446	Short-rib thoracic dysplasia 13 with or without polydactyly, 616300 (3), Autosomal recessive
CSNK1G3	604253	
ALDH7A1	107323	Epilepsy, pyridoxine-dependent, 266100 (3), Autosomal recessive
PHAX	604924	
LMNB1	150340	Leukodystrophy, adult-onset, autosomal dominant, 169500 (3), Autosomal dominant
MARCH3	613333	
MEGF10	612453	"Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, 614399 (3), Autosomal recessive; Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, mild variant, 614399 (3), Autosomal recessive"
SLC12A2	600840	
FBN2	612570	"Contractural arachnodactyly, congenital, 121050 (3), Autosomal dominant; Macular degeneration, early-onset, 616118 (3), Autosomal dominant"
ADAMTS19	607513	
CHSY3	609963	
HINT1	601314	Neuromyotonia and axonal neuropathy, autosomal recessive, 137200 (3), Autosomal recessive
LYRM7	615831	Mitochondrial complex III deficiency, nuclear type 8, 615838 (3), Autosomal recessive
AITD2	608174	{Autoimmune thyroid disease, susceptibility to, 2}, 608174 (2)
ATOD6	605845	{Dermatitis, atopic, susceptibility to, 6}, 605845 (2)
CELIAC2	609754	{Celiac disease, susceptibility to, 2}, 609754 (2)
DFNA52	607683	Deafness, autosomal dominant 52, 607683 (2), Autosomal dominant
DFNA54	615649	Deafness, autosomal dominant 54, 615649 (2), Autosomal dominant
EOS	131400	Eosinophilia, familial, 131400 (2), Autosomal dominant
IBD5	606348	{Inflammatory bowel disease 5}, 606348 (2)
IDDM18	605598	{Diabetes mellitus, insulin-dependent, 18}, 605598 (2)
IGES	147061	{?Allergy and asthma susceptibility}, 147061 (2)
PCDHA@	604966	
PCDHB@	604967	
PCDHG	604968	
PDB4	606263	Paget disease of bone 4, 606263 (2), Autosomal dominant
PFBI	248310	{Malaria, intensity of infection}, 248310 (2), Autosomal recessive
PSORS11	612599	{Psoriasis susceptibility 11}, 612599 (2)
RLS8	615197	{Restless legs syndrome 8}, 615197 (2)
SM1	181460	{Schistosoma mansoni infection, susceptibility/resistance to}, 181460 (2), Autosomal dominant
RAPGEF6	610499	
FNIP1	610594	
MEIKIN	616232	
ACSL6	604443	"Myelodysplastic syndrome (3); Myelogenous leukemia, acute (3)"
IL3	147740	
CSF2	138960	
P4HA2	600608	
PDLIM4	603422	{Osteoporosis, susceptibility to}, 166710 (3), Autosomal dominant
SLC22A4	604190	{Rheumatoid arthritis, susceptibility to}, 180300 (3)
SLC22A5	603377	Carnitine deficiency, systemic primary, 212140 (3), Autosomal recessive
IRF1	147575	"Gastric cancer, somatic, 613659 (3); Myelodysplastic syndrome, preleukemic (3); Myelogenous leukemia, acute (3); Nonsmall cell lung cancer, somatic, 211980 (3)"
IL5	147850	
RAD50	604040	Nijmegen breakage syndrome-like disorder, 613078 (3)
IL13	147683	"{Allergic rhinitis, susceptibility to}, 607154 (3); {Asthma, susceptibility to}, 600807 (3), Autosomal dominant"
IL4	147780	
KIF3A	604683	
39692	608418	
SHROOM1	611179	
GDF9	601918	
UQCRQ	612080	Mitochondrial complex III deficiency, nuclear type 4, 615159 (3), Autosomal recessive
LEAP2	611373	
AFF4	604417	CHOPS syndrome, 616368 (3), Autosomal dominant
HSPA4	601113	
WSPAR	616333	
VDAC1	604492	
TCF7	189908	
SKP1	601434	
PPP2CA	176915	
CDKL3	608459	
UBE2B	179095	?Male infertility (1)
JADE2	610515	
SAR1B	607690	Chylomicron retention disease, 246700 (3), Autosomal recessive
SEC24A	607183	
CAMLG	601118	
PCBD2	609836	
CATSPER3	609120	
PITX1	602149	"Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly, 119800 (3), Autosomal dominant; Liebenberg syndrome, 186550 (4), Autosomal dominant"
H2AFY	610054	
DCANP1	609710	
TIFAB	612663	
NEUROG1	601726	
CXCL14	604186	
SLC25A48	616150	
IL9	146931	
FBXL21	609087	
LECT2	602882	
TGFBI	601692	"Corneal dystrophy, Avellino type, 607541 (3), Autosomal dominant; Corneal dystrophy, Groenouw type I, 121900 (3), Autosomal dominant; Corneal dystrophy, Reis-Bucklers type, 608470 (3); Corneal dystrophy, Thiel-Behnke type, 602082 (3), Autosomal dominant; Corneal dystrophy, epithelial basement membrane, 121820 (3), Autosomal dominant; Corneal dystrophy, lattice type I, 122200 (3), Autosomal dominant; Corneal dystrophy, lattice type IIIA, 608471 (3), Autosomal dominant"
VTRNA2-1	614938	
SMAD5	603110	
SPOCK1	602264	
KLHL3	605775	Pseudohypoaldosteronism, type IID, 614495 (3), Autosomal recessive, Autosomal dominant
HNRNPA0	609409	
NPY6R	601770	
MYOT	604103	"Muscular dystrophy, limb-girdle, type 1A, 159000 (3), Autosomal dominant; Myopathy, myofibrillar, 3, 609200 (3), Autosomal dominant; Myopathy, spheroid body, 182920 (3), Autosomal dominant"
PKD2L2	604669	
WNT8A	606360	
NME5	603575	
KIF20A	605664	
CDC23	603462	
GFRA3	605710	
CDC25C	157680	
KDM3B	609373	
REEP2	609347	"?Spastic paraplegia 72, autosomal dominant, 615625 (3), Autosomal recessive, Autosomal dominant; ?Spastic paraplegia 72, autosomal recessive, 615625 (3), Autosomal recessive, Autosomal dominant"
EGR1	128990	
ETF1	600285	
HSPA9	600548	"Anemia, sideroblastic, 4, 182170 (3), Autosomal dominant; Even-plus syndrome, 616854 (3), Autosomal recessive"
CTNNA1	116805	Macular dystrophy, patterned, 2, 608970 (3), Autosomal dominant
LRRTM2	610868	
SIL1	608005	Marinesco-Sjogren syndrome, 248800 (3), Autosomal recessive
MATR3	164015	Amyotrophic lateral sclerosis 21, 606070 (3), Autosomal dominant
PAIP2	605604	
SLC23A1	603790	
MZB1	609447	
ECSCR	615736	
TMEM173	612374	STING-associated vasculopathy, infantile-onset, 615934 (3), Autosomal dominant
UBE2D2	602962	
CXXC5	612752	
NRG2	603818	
HHT3, ORW3	601101	Telangiectasia, hereditary hemorrhagic, type 3, 601101 (2)
PURA	600473	Mental retardation, autosomal dominant 31, 616158 (3), Autosomal dominant
PFDN1	604897	
HBEGF	126150	{Diphtheria, susceptibility to} (1)
ANKHD1	610500	
SRA1	603819	
APBB3	602711	
CD14	158120	
NDUFA2	602137	Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3), Autosomal recessive, Mitochondrial
IK	600549	
DND1	609385	
HARS	142810	"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS2	600783	?Perrault syndrome 2, 614926 (3), Autosomal recessive
VTRNA1-1	612695	
VTRNA1-2	612696	
VTRNA1-3	612697	
PCDHA1	606307	
PCDHA2	606308	
PCDHA3	606309	
PCDHA4	606310	
PCDHA5	606311	
PCDHA6	606312	
PCDHA7	606313	
PCDHA8	606314	
PCDHA9	606315	
PCDHA10	606316	
PCDHA11	606317	
PCDHA12	606318	
PCDHA13	606319	
PCDHAC1	606320	
PCDHAC2	606321	
PCDHB1	606327	
PCDHB2	606328	
PCDHB3	606329	
PCDHB4	606330	
PCDHB5	606331	
PCDHB6	606332	
PCDHB7	606333	
PCDHB8	606334	
PCDHB16	606345	
PCDHB9	606335	
PCDHB10	606336	
PCDHB11	606337	
PCDHB12	606338	
PCDHB13	606339	
PCDHB14	606340	
PCDHB15	606341	
SLC25A2	608157	
TAF7	600573	
PCDHGA1	606288	
PCDHGA2	606289	
PCDHGA3	606290	
PCDHGB1	606299	
PCDHGA4	606291	
PCDHGB2	606300	
PCDHGA5	606292	
PCDHGB3	606301	
PCDHGA6	606293	
PCDHGA7	606294	
PCDHGB4	603058	
PCDHGA8	606295	
PCDHGB5	606302	
PCDHGA9	606296	
PCDHGB6	606303	
PCDHGA10	606297	
PCDHGB7	606304	
PCDHGA11	606298	
PCDHGA12	603059	
PCDHGC3	603627	
PCDHGC4	606305	
PCDHGC5	606306	
DIAPH1	602121	"Deafness, autosomal dominant 1, 124900 (3), Autosomal dominant; Seizures, cortical blindness, microcephaly syndrome, 616632 (3), Autosomal recessive"
HDAC3	605166	
RELL2	611213	
ARAP3	606647	
PCDH1	603626	
KIAA0141	615741	
PCDH12	605622	
RNF14	605675	
GNPDA1	601798	
NDFIP1	612050	
SPRY4	607984	Hypogonadotropic hypogonadism 17 with or without anosmia, 615266 (3), Autosomal dominant
FGF1	131220	
ARHGAP26	605370	Leukemia, juvenile myelomonocytic, somatic, 607785 (3)
NR3C1	138040	Glucocorticoid resistance, 615962 (3), Autosomal dominant
HMHB1	609961	
YIPF5	611483	
KCTD16	613423	
GRXCR2	615762	?Deafness, autosomal recessive 101, 615837 (3), Autosomal recessive
SH3RF2	613377	
LARS	151350	?Infantile liver failure syndrome 1, 615438 (3), Autosomal recessive
POU4F3	602460	Deafness, autosomal dominant 15, 602459 (3), Autosomal dominant
TCERG1	605409	
PPP2R2B	604325	Spinocerebellar ataxia 12, 604326 (3), Autosomal dominant
DPYSL3	601168	
JAKMIP2	611197	
SPINK1	167790	"{Fibrocalculous pancreatic diabetes, susceptibility to}, 608189 (3), Autosomal recessive, Autosomal dominant; Pancreatitis, hereditary, 167800 (3), Autosomal dominant; Tropical calcific pancreatitis, 608189 (3), Autosomal recessive, Autosomal dominant"
SCGB3A2	606531	{Asthma, susceptibility to}, 600807 (3), Autosomal dominant
SPINK5	605010	"Atopy, 147050 (3), Autosomal dominant; Netherton syndrome, 256500 (3), Autosomal recessive"
SPINK6	615868	
SPINK13	615205	
SPINK9	613511	
FBXO38	608533	Neuronopathy, distal hereditary motor, type IID, 615575 (3), Autosomal dominant
HTR4	602164	
ADRB2	109690	"{Asthma, nocturnal, susceptibility to}, 600807 (3), Autosomal dominant; Beta-2-adrenoreceptor agonist, reduced response to (3); {Obesity, susceptibility to}, 601665 (3), Autosomal recessive, Autosomal dominant, Multifactorial"
SH3TC2	608206	"Charcot-Marie-Tooth disease, type 4C, 601596 (3), Autosomal recessive; Mononeuropathy of the median nerve, mild, 613353 (3), Autosomal dominant"
ABLIM3	611305	
AFAP1L1	614410	
IL17B	604627	
MIR143	612117	
MIR145	611795	
CSNK1A1	600505	
PPARGC1B	608886	{Obesity, variation in}, 601665 (3), Autosomal recessive, Autosomal dominant, Multifactorial
MIR378A	611957	
PDE6A	180071	Retinitis pigmentosa 43, 613810 (3)
SLC26A2	606718	"Achondrogenesis Ib, 600972 (3), Autosomal recessive; Atelosteogenesis II, 256050 (3), Autosomal recessive; De la Chapelle dysplasia, 256050 (3), Autosomal recessive; Diastrophic dysplasia, 222600 (3), Autosomal recessive; Diastrophic dysplasia, broad bone-platyspondylic variant, 222600 (3), Autosomal recessive; Epiphyseal dysplasia, multiple, 4, 226900 (3), Autosomal recessive"
RPS20P4	180464	
CSF1R	164770	Leukoencephalopathy, diffuse hereditary, with spheroids, 221820 (3), Autosomal dominant
PDGFRB	173410	"Basal ganglia calcification, idiopathic, 4, 615007 (3), Autosomal dominant; Kosaki overgrowth syndrome, 616592 (3), Autosomal dominant; Myeloproliferative disorder with eosinophilia, 131440 (4), Autosomal dominant; Myofibromatosis, infantile, 1, 228550 (3), Autosomal dominant; Premature aging syndrome, Penttinen type, 601812 (3), Autosomal dominant"
CDX1	600746	
SLC6A7	606205	
CAMK2A	114078	
ARSI	610009	
TCOF1	606847	Treacher Collins syndrome 1, 154500 (3), Autosomal dominant
FECD5, FCD3	613269	Corneal dystrophy, Fuchs endothelial, 5, 613269 (2)
CD74	142790	
RPS14	130620	Macrocytic anemia, refractory, due to 5q deletion, somatic, 153550 (3)
NDST1	600853	Mental retardation, autosomal recessive 46, 616116 (3), Autosomal recessive
SYNPO	608155	
MYOZ3	610735	
RBM22	612430	
DCTN4	614758	
SMIM3	608324	
IRGM	608212	"Inflammatory bowel disease 19, 612278 (3); {Mycobacterium tuberculosis, protection against}, 607948 (3)"
ZNF300	612429	
GPX3	138321	
TNIP1	607714	
ANXA6	114070	
GM2A	613109	GM2-gangliosidosis, AB variant, 272750 (3), Autosomal recessive
SLC36A2	608331	"Hyperglycinuria, 138500 (3), Autosomal dominant; Iminoglycinuria, digenic, 242600 (3), Autosomal recessive"
SLC36A1	606561	
FAT2	604269	
SPARC	182120	Osteogenesis imperfecta, type XVII, 616507 (3), Autosomal recessive
ATOX1	602270	
G3BP1	608431	
GLRA1	138491	Hyperekplexia, hereditary 1, autosomal dominant or recessive, 149400 (3), Autosomal recessive, Autosomal dominant
NMUR2	605108	
GRIA1	138248	
MFAP3	600491	
GALNT10	608043	
SAP30L	610398	
LARP1	612059	
CNOT8	603731	
GEMIN5	607005	
MRPL22	611835	
KIF4B	609184	
SGCD	601411	"Cardiomyopathy, dilated, 1L, 606685 (3); Muscular dystrophy, limb-girdle, type 2F, 601287 (3)"
TIMD4	610096	
HAVCR1	606518	{Atopy, resistance to}, 147050 (3), Autosomal dominant
HAVCR2	606652	
MED7	605045	
ITK	186973	Lymphoproliferative syndrome 1, 613011 (3), Autosomal recessive
CYFIP2	606323	
NIPAL4	609383	Ichthyosis, congenital, autosomal recessive 6, 612281 (3), Autosomal recessive
ADAM19	603640	
CLINT1	607265	
EBF1	164343	
UBLCP1	609867	
IL12B	161561	Immunodeficiency 29, mycobacteriosis, 614890 (3)
ADRA1B	104220	
TTC1	601963	
FABP6	600422	
ZBED8	615253	
PTTG1	604147	
MIR146A	610566	
NIDDM4	608036	{Diabetes mellitus, noninsulin-dependent}, 125853 (2), Autosomal dominant
GABRB2	600232	
GABRA6	137143	
GABRA1	137160	"{Epilepsy, childhood absence, susceptibility to, 4}, 611136 (3); {Epilepsy, juvenile myoclonic, susceptibility to, 5}, 611136 (3); Epileptic encephalopathy, early infantile, 19, 615744 (3), Autosomal dominant"
GABRG2	137164	"{Epilepsy, childhood absence, susceptibility to, 2}, 607681 (3), Autosomal dominant; Epilepsy, generalized, with febrile seizures plus, type 3, 611277 (3), Autosomal dominant; Febrile seizures, familial, 8, 611277 (3), Autosomal dominant"
CCNG1	601578	
HMMR	600936	{Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant
TENM2	610119	
WWC1	610533	[Memory, enhanced, QTL], 615602 (3)
RARS	107820	Leukodystrophy, hypomyelinating, 9, 616140 (3), Autosomal recessive
PANK3	606161	
MIR103A1	613187	
SLIT3	603745	
MIR218-2	616771	
AMCN	208100	Arthrogryposis multiplex congenita, neurogenic, 208100 (2), Autosomal recessive
CHR	118840	
SPDL1	616401	
DOCK2	603122	Immunodeficiency 40, 616433 (3), Autosomal recessive
FOXI1	601093	Enlarged vestibular aqueduct, 600791 (3), Autosomal recessive
LCP2	601603	
KCNMB1	603951	{Hypertension, diastolic, resistance to}, 608622 (3), Autosomal dominant
GABRP	602729	
RANBP17	606141	
USP12P1	603091	
TLX3	604640	
NPM1	164040	Leukemia, acute myeloid, somatic, 601626 (3)
FGF18	603726	
FBXW11	605651	
STK10	603919	
UBTD2	610174	
SH3PXD2B	613293	Frank-ter Haar syndrome, 249420 (3), Autosomal recessive
NEURL1B	615893	
DUSP1	600714	
ATP6V0E1	603931	
SNORA74B	611331	
BNIP1	603291	
NKX2-5	600584	"Atrial septal defect 7, with or without AV conduction defects, 108900 (3), Autosomal dominant; Conotruncal heart malformations, variable, 217095 (3); Hypoplastic left heart syndrome 2, 614435 (3), Autosomal dominant; Hypothyroidism, congenital nongoitrous, 5, 225250 (3), Autosomal dominant; Tetrology of Fallot, 187500 (3), Autosomal dominant; Ventricular septal defect 3, 614432 (3), Autosomal dominant"
MENOQ4	612886	{Menopause, natural, age at, QTL4}, 612886 (2)
STC2	603665	
BOD1	616745	
CPEB4	610607	
HMP19, NSG2	616752	
MSX2	123101	"Craniosynostosis, type 2, 604757 (3), Autosomal dominant; Parietal foramina 1, 168500 (3), Autosomal dominant; Parietal foramina with cleidocranial dysplasia, 168550 (3), Autosomal dominant"
DRD1	126449	
SFXN1	615569	
CPLX2	605033	
THOC3	606929	
NOP16	612861	
CLTB	118970	
FAF2	616935	
GPRIN1	611239	
SNCB	602569	Dementia, Lewy body, 127750 (3), Autosomal dominant
UNC5A	607869	
HK3	142570	
UIMC1	609433	
FGFR4	134935	{Cancer progression/metastasis} (3)
NSD1	606681	"Beckwith-Wiedemann syndrome, 130650 (3), Autosomal dominant; Leukemia, acute myeloid, 601626 (1), Autosomal dominant; Sotos syndrome 1, 117550 (3), Autosomal dominant"
RAB24	612415	
PRELID1	605733	
MXD3	609450	
RGS14	602513	
SLC34A1	182309	"Fanconi renotubular syndrome 2, 613388 (3), Autosomal recessive; Hypercalcemia, infantile, 2, 616963 (3), Autosomal recessive; Nephrolithiasis/osteoporosis, hypophosphatemic, 1, 612286 (3), Autosomal dominant"
PFN3	612812	
F12	610619	"Angioedema, hereditary, type III, 610618 (3), Autosomal dominant; Factor XII deficiency, 234000 (3), Autosomal recessive"
GRK6	600869	
DBN1	126660	
PDLIM7	605903	
DOK3	611435	
DDX41	608170	{Myeloproliferative/lymphoproliferative neoplasms, familial (multiple types), susceptibility to}, 616871 (3), Autosomal dominant
FAM193B	615813	
B4GALT7	604327	Ehlers-Danlos syndrome with short stature and limb anomalies, 130070 (3), Autosomal recessive
PROP1	601538	Pituitary hormone deficiency, combined, 2, 262600 (3), Autosomal recessive
NHP2	606470	Dyskeratosis congenita, autosomal recessive 2, 613987 (3), Autosomal recessive
PHYKPL	614683	[?Phosphohydroxylysinuria], 615011 (3)
COL23A1	610043	
CLK4	607969	
ZNF354A	602444	
GRM6	604096	Night blindness, congenital stationary (complete), 1B, autosomal recessive, 257270 (3), Autosomal recessive
ADAMTS2	604539	Ehlers-Danlos syndrome, type VIIC, 225410 (3), Autosomal recessive
RUFY1	610327	
HNRNPH1	601035	
CANX	114217	
MAML1	605424	
LTC4S	246530	Leukotriene C4 synthase deficiency, 614037 (1), Autosomal recessive
MGAT4B	604561	
SQSTM1	601530	"Frontotemporal dementia and/or amyotrophic lateral sclerosis 3, 616437 (3), Autosomal dominant; Paget disease of bone 3, 167250 (3), Autosomal dominant"
MAPK9	602896	
GFPT2	603865	
CNOT6	608951	
SCGB3A1	606500	
FLT4	136352	"Hemangioma, capillary infantile, somatic, 602089 (3); Lymphedema, hereditary, IA, 153100 (3), Autosomal dominant"
MGAT1	160995	
ZFP62	610281	
BTNL8	615606	
BTNL3	606192	
TRV-CAC1-2	612995	
TRP-TGG3-1	189912	
TRT-TGT6-1	189913	
TRIM7	609315	
TRV-AAC1-4	189921	
TRK-CTT2-3	612996	
TRIM41	610530	
RACK1	176981	
CLLS4	612558	{Leukemia, chronic lymphocytic susceptibility to, 4}, 612558 (2)
CSCI	122550	
DEL6pter, C6DELpter	612582	Chromosome 6pter-p24 deletion syndrome, 612582 (4), Isolated cases
INTLQ3	610294	{Intelligence QTL3}, 610294 (2)
LRSL	608545	Larsen-like syndrome, 608545 (2), Isolated cases
DUSP22	616778	
IRF4	601900	[Skin/hair/eye pigmentation, variation in, 8], 611724 (3)
EXOC2	615329	
HUS1B	609713	
FOXQ1	612788	
FOXF2	603250	
FOXCUT	615976	
FOXC1	601090	"Axenfeld-Rieger syndrome, type 3, 602482 (3), Autosomal dominant; Iridogoniodysgenesis, type 1, 601631 (3), Autosomal dominant; Iris hypoplasia and glaucoma, 601631 (3), Autosomal dominant; Rieger or Axenfeld anomalies, 602482 (3), Autosomal dominant"
GMDS	602884	
WRNIP1	608196	
SERPINB1	130135	
SERPINB9	601799	
SERPINB6	173321	?Deafness, autosomal recessive 91, 613453 (3)
NQO2	160998	{?Breast cancer susceptibility}, 114480 (1), Autosomal dominant
RIPK1	603453	
BPHL	603156	
TUBB2A	615101	Cortical dysplasia, complex, with other brain malformations 5, 615763 (3), Autosomal dominant
TUBB2B	612850	Polymicrogyria, symmetric or asymmetric, 610031 (3), Autosomal dominant
SLC22A23	611697	
FAM50B	614686	
PRPF4B	602338	
ECI2	608024	
CDYL	603778	
RPP40	606117	
LYRM4	613311	?Combined oxidative phosphorylation deficiency 19, 615595 (3), Autosomal recessive
FARS2	611592	Combined oxidative phosphorylation deficiency 14, 614946 (3), Autosomal recessive
NRN1	607409	
F13A1	134570	"Factor XIIIA deficiency, 613225 (3), Autosomal recessive; {Myocardial infarction, protection against}, 608446 (3); {Venous thrombosis, protection against}, 188050 (3), Autosomal dominant"
LY86	605241	
OFC1	119530	Orofacial cleft-1, 119530 (2), Autosomal dominant
RREB1	602209	
SSR1	600868	
CAGE1	608304	
DSP	125647	"Arrhythmogenic right ventricular dysplasia 8, 607450 (3), Autosomal dominant; Cardiomyopathy, dilated, with woolly hair and keratoderma, 605676 (3), Autosomal recessive; Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis, 615821 (3), Autosomal dominant; Epidermolysis bullosa, lethal acantholytic, 609638 (3), Autosomal recessive; Keratosis palmoplantaris striata II, 612908 (3); Skin fragility-woolly hair syndrome, 607655 (3), Autosomal recessive"
